,Agency Name,Location Name,Address,City,Zip code,County,Congress Dist,Congressional Full Name,Rep Dist,Rep Full Name,Senate Dist,Senator Full Name,Bldg Status,Year Acquired,Year Constructed,Square Footage,Total Floors,Floors Above Grade,Floors Below Grade,Usage Description,Usage Description 2,Usage Description 3
3016,Historic Preservation Agency,Lincoln Log Cabin Historic Site - Coles County,Rr #1 Box 172a,Lerna,62440,Coles,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,1935,1935,128,1,1,0,Storage,Storage,Not provided
3017,Historic Preservation Agency,Lincoln Log Cabin Historic Site - Coles County,Rr #1 Box 172a,Lerna,62440,Coles,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,1935,1935,177,1,1,0,Storage,Storage,Not provided
3018,Historic Preservation Agency,Lincoln Log Cabin Historic Site - Coles County,Rr #1 Box 172a,Lerna,62440,Coles,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,1935,1935,95,1,1,0,Storage,Storage,Not provided
3019,Historic Preservation Agency,Lincoln Log Cabin Historic Site - Coles County,Rr #1 Box 172a,Lerna,62440,Coles,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,1935,1935,1200,4,3,1,Residential,Residential,Not provided
3020,Historic Preservation Agency,Lincoln Log Cabin Historic Site - Coles County,Rr #1 Box 172a,Lerna,62440,Coles,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,1935,1935,1537,1,1,0,Industrial,Industrial,Not provided
3021,Historic Preservation Agency,Lincoln Log Cabin Historic Site - Coles County,Rr #1 Box 172a,Lerna,62440,Coles,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,1840,1840,608,2,2,0,Assembly,Assembly,Not provided
3022,Historic Preservation Agency,Lincoln Log Cabin Historic Site - Coles County,Rr #1 Box 172a,Lerna,62440,Coles,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,1935,1935,645,1,1,0,Assembly,Assembly,Not provided
3023,Historic Preservation Agency,Lincoln Log Cabin Historic Site - Coles County,Rr #1 Box 172a,Lerna,62440,Coles,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,1860,1860,1185,1,1,0,Storage,Storage,Not provided
3024,Historic Preservation Agency,Lincoln Log Cabin Historic Site - Coles County,Rr #1 Box 172a,Lerna,62440,Coles,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,1855,1855,1404,2,2,0,Assembly,Assembly,Not provided
3025,Historic Preservation Agency,Lincoln Log Cabin Historic Site - Coles County,Rr #1 Box 172a,Lerna,62440,Coles,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,1843,1843,900,2,2,0,Assembly,Assembly,Not provided
3026,Historic Preservation Agency,Lincoln Log Cabin Historic Site - Coles County,Rr #1 Box 172a,Lerna,62440,Coles,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,1986,1862,300,1,1,0,Assembly,Assembly,Not provided
3027,Historic Preservation Agency,Lincoln Log Cabin Historic Site - Coles County,Rr #1 Box 172a,Lerna,62440,Coles,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,1986,1860,200,1,1,0,Assembly,Assembly,Not provided
3028,Historic Preservation Agency,Lincoln Log Cabin Historic Site - Coles County,Rr #1 Box 172a,Lerna,62440,Coles,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,1988,1850,1100,1,1,0,Assembly,Assembly,Not provided
3029,Historic Preservation Agency,Lincoln Log Cabin Historic Site - Coles County,Rr #1 Box 172a,Lerna,62440,Coles,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,1986,1862,240,1,1,0,Assembly,Assembly,Not provided
3030,Historic Preservation Agency,Lincoln Log Cabin Historic Site - Coles County,Rr #1 Box 172a,Lerna,62440,Coles,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,1990,1990,1600,3,3,0,Residential,Residential,Not provided
3031,Historic Preservation Agency,Lincoln Log Cabin Historic Site - Coles County,Rr #1 Box 172a,Lerna,62440,Coles,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,1986,1862,350,1,1,0,Assembly,Assembly,Not provided
3032,Historic Preservation Agency,Lincoln Log Cabin Historic Site - Coles County,Rr #1 Box 172a,Lerna,62440,Coles,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,1992,1992,300,2,2,0,Assembly,Assembly,Not provided
3033,Historic Preservation Agency,Lincoln Log Cabin Historic Site - Coles County,Rr #1 Box 172a,Lerna,62440,Coles,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,1986,1986,80,1,1,0,Assembly,Assembly,Not provided
3034,Historic Preservation Agency,Lincoln Log Cabin Historic Site - Coles County,Rr #1 Box 172a,Lerna,62440,Coles,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,1988,1935,38,1,1,0,Assembly,Assembly,Not provided
3035,Historic Preservation Agency,Lincoln Log Cabin Historic Site - Coles County,Rr #1 Box 172a,Lerna,62440,Coles,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,1998,1998,18800,4,3,1,Assembly,Assembly,Not provided
3036,Historic Preservation Agency,Lincoln Monument State Memorial - Lee County, Dixon City Park,Dixon,61021,Lee,0,,73,Spain Ryan,37,Chuck Weaver,In Use,1930,1930,950,1,1,0,Assembly,Assembly,Not provided
3037,Historic Preservation Agency,Lincoln Log Cabin Historic Site - Coles County,Rr #1 Box 172a,Lerna,62675,Coles,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,1991,1991,120,1,1,0,Business,Business,Not provided
3038,Historic Preservation Agency,Lincoln Log Cabin Historic Site - Coles County,Rr #1 Box 172a,Lerna,62675,Coles,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,1991,1991,120,1,1,0,Assembly,Assembly,Not provided
3039,Department of Natural Resources,Sam Dale Lake CA,R.r.#1,Johnsonville,62850,Wayne,15,John Shimkus,109,Reis David B.,55,Dale A. Righter,In Use,1964,1964,96,1,1,0,Unusual,Unusual,Not provided
3040,Historic Preservation Agency,Lincoln Log Cabin Historic Site - Coles County,Rr #1 Box 172a,Lerna,62675,Coles,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,1994,1994,80,1,1,0,Assembly,Assembly,Not provided
3041,Historic Preservation Agency,Lincoln Log Cabin Historic Site - Coles County,Rr #1 Box 172a,Lerna,62440,Coles,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,2000,2000,100,1,1,0,Unusual,Unusual,Not provided
3042,Historic Preservation Agency,Lincoln Log Cabin Historic Site - Coles County,Rr #1 Box 172a,Lerna,62440,Coles,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,2000,2000,100,1,1,0,Unusual,Unusual,Not provided
3043,Historic Preservation Agency,Lincoln Log Cabin Historic Site - Coles County,Rr #1 Box 172a,Lerna,62440,Coles,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,2000,2000,1152,1,1,0,Assembly,Assembly,Not provided
3044,Historic Preservation Agency,Lincoln Log Cabin Historic Site - Coles County,Rr #1 Box 172a,Lerna,62440,Coles,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,2000,2000,1800,1,1,0,Assembly,Assembly,Not provided
3045,Historic Preservation Agency,Lincoln's Tomb Historic Site - Sangamon County,Oak Ridge Cemetary,Springfield,62702,Sangamon,13,Rodney L. Davis,87,Butler Tim,44,William E. Brady,In Use,1898,1898,1700,4,3,1,Business,Business,Not provided
3046,Historic Preservation Agency,Lincoln's Tomb Historic Site - Sangamon County,Oak Ridge Cemetary,Springfield,62702,Sangamon,13,Rodney L. Davis,87,Butler Tim,44,William E. Brady,In Use,1901,1901,1450,2,2,0,Industrial,Industrial,Not provided
3047,Historic Preservation Agency,Lincoln's Tomb Historic Site - Sangamon County,Oak Ridge Cemetary,Springfield,62702,Sangamon,13,Rodney L. Davis,87,Butler Tim,44,William E. Brady,In Use,1874,1894,6600,1,1,0,Assembly,Assembly,Not provided
3048,Historic Preservation Agency,Lincoln's Tomb Historic Site - Sangamon County,Oak Ridge Cemetary,Springfield,62702,Sangamon,13,Rodney L. Davis,87,Butler Tim,44,William E. Brady,In Use,1950,1894,1000,1,1,0,Unusual,Unusual,Not provided
3049,Historic Preservation Agency,Lincoln's Tomb Historic Site - Sangamon County,Oak Ridge Cemetery,Springfield,62702,Sangamon,13,Rodney L. Davis,87,Butler Tim,44,William E. Brady,In Use,1860,1860,308,1,1,0,Unusual,Unusual,Not provided
3050,Department of Natural Resources,Lowden State Park and Memorial - Ogle County,Rr #2,Oregon,61061,Ogle,16,Adam Kinzinger,89,Stewart Brian W.,45,Tim Bivins,In Use,1999,1999,40,1,1,0,Unusual,Unusual,Not provided
3051,Department of Natural Resources,Lowden State Park and Memorial - Ogle County,Rr #2,Oregon,61061,Ogle,16,Adam Kinzinger,89,Stewart Brian W.,45,Tim Bivins,In Use,1999,1999,40,1,1,0,Unusual,Unusual,Not provided
3052,Department of Natural Resources,Lowden State Park and Memorial - Ogle County,Rr #2,Oregon,61061,Ogle,16,Adam Kinzinger,89,Stewart Brian W.,45,Tim Bivins,In Use,1959,1959,220,1,1,0,Mercantile,Mercantile,Business
3053,Department of Natural Resources,Lowden State Park and Memorial - Ogle County,Rr #2,Oregon,61061,Ogle,16,Adam Kinzinger,89,Stewart Brian W.,45,Tim Bivins,In Use,1992,1992,300,1,1,0,Unusual,Unusual,Not provided
3054,Department of Natural Resources,Lowden State Park and Memorial - Ogle County,Rr #2,Oregon,61061,Ogle,16,Adam Kinzinger,89,Stewart Brian W.,45,Tim Bivins,In Use,1974,1974,2400,1,1,0,Industrial,Industrial,Not provided
3055,Department of Natural Resources,Lowden State Park and Memorial - Ogle County,Rr #2,Oregon,61061,Ogle,16,Adam Kinzinger,89,Stewart Brian W.,45,Tim Bivins,In Use,1999,1999,40,1,1,0,Unusual,Unusual,Not provided
3056,Department of Natural Resources,Lowden State Park and Memorial - Ogle County,Rr #2,Oregon,61061,Ogle,16,Adam Kinzinger,89,Stewart Brian W.,45,Tim Bivins,In Use,1972,1972,30,1,1,0,Unusual,Unusual,Not provided
3057,Historic Preservation Agency,Old Market House Historic Site  - Galena,Commerce Street,Galena,61036,Jo Daviess,17,Cheri Bustos,89,Stewart Brian W.,45,Tim Bivins,In Use,1845,1845,3616,4,3,1,Assembly,Assembly,Not provided
3058,Historic Preservation Agency,Old Market House Historic Site  - Galena,Commerce Street,Galena,61036,Jo Daviess,17,Cheri Bustos,89,Stewart Brian W.,45,Tim Bivins,In Use,1996,1996,2322,2,2,0,Assembly,Assembly,Assembly
3059,Department of Natural Resources,Matthiessen State Park - LaSalle County,"R. R. 178, Box 509",Utica,61373,LaSalle,16,Adam Kinzinger,76,Long Jerry Lee,38,Sue Rezin,In Use,1944,1944,840,1,1,0,Storage,Storage,Not provided
3060,Department of Natural Resources,Matthiessen State Park - LaSalle County,"R. R. 178, Box 509",Utica,61373,LaSalle,16,Adam Kinzinger,76,Long Jerry Lee,38,Sue Rezin,In Use,1944,1944,2545,3,2,1,Residential,Residential,Not provided
3061,Department of Natural Resources,Matthiessen State Park - LaSalle County,"R. R. 178, Box 509",Utica,61373,LaSalle,16,Adam Kinzinger,76,Long Jerry Lee,38,Sue Rezin,In Use,1935,1935,3106,2,2,0,Assembly,Assembly,Not provided
3062,Department of Natural Resources,Matthiessen State Park - LaSalle County,"R. R. 178, Box 509",Utica,61373,LaSalle,16,Adam Kinzinger,76,Long Jerry Lee,38,Sue Rezin,In Use,1920,1900,2526,2,2,0,Storage,Storage,Not provided
3063,Department of Natural Resources,Matthiessen State Park - LaSalle County,"R. R. 178, Box 509",Utica,61373,LaSalle,16,Adam Kinzinger,76,Long Jerry Lee,38,Sue Rezin,In Use,1939,1939,730,1,1,0,Unusual,Storage,Not provided
3064,Department of Natural Resources,Matthiessen State Park - LaSalle County,"R. R. 178, Box 509",Utica,61373,LaSalle,16,Adam Kinzinger,76,Long Jerry Lee,38,Sue Rezin,In Use,1939,1939,273,1,1,0,Industrial,Industrial,Not provided
3065,Department of Natural Resources,Matthiessen State Park - LaSalle County,"R. R. 178, Box 509",Utica,61373,LaSalle,16,Adam Kinzinger,76,Long Jerry Lee,38,Sue Rezin,In Use,1920,1900,2652,1,1,0,Storage,Storage,Not provided
3066,Department of Natural Resources,Matthiessen State Park - LaSalle County,"R. R. 178, Box 509",Utica,61373,LaSalle,16,Adam Kinzinger,76,Long Jerry Lee,38,Sue Rezin,In Use,1979,1979,288,1,1,0,Storage,Storage,Not provided
3067,Department of Natural Resources,Matthiessen State Park - LaSalle County,"R. R. 178, Box 509",Utica,61373,LaSalle,16,Adam Kinzinger,76,Long Jerry Lee,38,Sue Rezin,In Use,1975,1970,28,1,1,0,Unusual,Unusual,Not provided
3068,Department of Natural Resources,Matthiessen State Park - LaSalle County,"R. R. 178, Box 509",Utica,61373,LaSalle,16,Adam Kinzinger,76,Long Jerry Lee,38,Sue Rezin,In Use,1984,1984,56,1,1,0,Unusual,Unusual,Not provided
3069,Department of Natural Resources,Matthiessen State Park - LaSalle County,"R. R. 178, Box 509",Utica,61373,LaSalle,16,Adam Kinzinger,76,Long Jerry Lee,38,Sue Rezin,In Use,1965,1965,144,1,1,0,Industrial,Industrial,Not provided
3070,Department of Natural Resources,Matthiessen State Park - LaSalle County,"R. R. 178, Box 509",Utica,61373,LaSalle,16,Adam Kinzinger,76,Long Jerry Lee,38,Sue Rezin,In Use,1965,1965,256,1,1,0,Unusual,Unusual,Not provided
3071,Department of Natural Resources,Matthiessen State Park - LaSalle County,"R. R. 178, Box 509",Utica,61373,LaSalle,16,Adam Kinzinger,76,Long Jerry Lee,38,Sue Rezin,In Use,1965,1965,256,1,1,0,Unusual,Unusual,Not provided
3072,Department of Natural Resources,Matthiessen State Park - LaSalle County,"R. R. 178, Box 509",Utica,61373,LaSalle,16,Adam Kinzinger,76,Long Jerry Lee,38,Sue Rezin,In Use,1984,1990,56,1,1,0,Unusual,Unusual,Not provided
3073,Department of Natural Resources,Matthiessen State Park - LaSalle County,"R. R. 178, Box 509",Utica,61373,LaSalle,16,Adam Kinzinger,76,Long Jerry Lee,38,Sue Rezin,In Use,1975,1975,28,1,1,0,Unusual,Unusual,Not provided
3074,Department of Natural Resources,Matthiessen State Park - LaSalle County,"R. R. 178, Box 509",Utica,61373,LaSalle,16,Adam Kinzinger,76,Long Jerry Lee,38,Sue Rezin,In Use,1925,1925,1692,2,2,0,Assembly,Assembly,Not provided
3075,Department of Natural Resources,Matthiessen State Park - LaSalle County,"R. R. 178, Box 509",Utica,61373,LaSalle,16,Adam Kinzinger,76,Long Jerry Lee,38,Sue Rezin,In Use,1955,1955,20,1,1,0,Unusual,Unusual,Not provided
3076,Department of Natural Resources,Matthiessen State Park - LaSalle County,Box 381,Utica,61373,LaSalle,16,Adam Kinzinger,76,Long Jerry Lee,38,Sue Rezin,In Use,1994,1994,1350,1,1,0,Unusual,Unusual,Not provided
3077,Department of Natural Resources,Mississippi Palisades State Park - Carroll County,4577 Route 84 N,Savanna,61074,Carroll,17,Cheri Bustos,71,McCombie Tony,36,Neil Anderson,In Use,0,0,150,1,1,0,Storage,Storage,Not provided
3078,Department of Natural Resources,Mississippi Palisades State Park - Carroll County,4577 Route 84 N,Savanna,61074,Carroll,17,Cheri Bustos,71,McCombie Tony,36,Neil Anderson,In Use,0,0,150,1,1,0,Storage,Storage,Not provided
3079,Department of Natural Resources,Mississippi Palisades State Park - Carroll County,4577 Route 84 N,Savanna,61074,Carroll,17,Cheri Bustos,71,McCombie Tony,36,Neil Anderson,In Use,0,0,25,1,1,0,Storage,Storage,Not provided
3080,Historic Preservation Agency,Metamora Courthouse Historic Site - Woodford County,"113 East Partridge, Box 776",Metamora,61548,Woodford,18,Darin M. LaHood,73,Spain Ryan,37,Chuck Weaver,In Use,1845,1845,4252,4,3,1,Assembly,Assembly,Not provided
3081,Historic Preservation Agency,Metamora Courthouse Historic Site - Woodford County,"113 East Partridge, Box 776",Metamora,61548,Woodford,18,Darin M. LaHood,73,Spain Ryan,37,Chuck Weaver,In Use,1950,1950,140,1,1,0,Storage,Storage,Not provided
3082,Department of Natural Resources,Mississippi Palisades State Park - Carroll County,4577 Route 84 N,Savanna,61074,Carroll,17,Cheri Bustos,71,McCombie Tony,36,Neil Anderson,In Use,0,0,36,1,1,0,Storage,Storage,Not provided
3083,Department of Natural Resources,Mississippi Palisades State Park - Carroll County,4577 Route 84 N,Savanna,61074,Carroll,17,Cheri Bustos,71,McCombie Tony,36,Neil Anderson,In Use,0,0,49,1,1,0,Storage,Storage,Not provided
3084,Department of Natural Resources,Mississippi Palisades State Park - Carroll County,4577 Route 84 N,Savanna,61074,Carroll,17,Cheri Bustos,71,McCombie Tony,36,Neil Anderson,In Use,0,0,64,1,1,0,Storage,Storage,Not provided
3085,Department of Natural Resources,Mississippi Palisades State Park - Carroll County,4577 Route 84 N,Savanna,61074,Carroll,17,Cheri Bustos,71,McCombie Tony,36,Neil Anderson,In Use,0,0,300,1,1,0,Assembly,Assembly,Not provided
3086,Department of Natural Resources,Mississippi Palisades State Park - Carroll County,4577 Route 84 N,Savanna,61074,Carroll,17,Cheri Bustos,71,McCombie Tony,36,Neil Anderson,In Use,0,0,200,1,1,0,Assembly,Assembly,Not provided
3087,Department of Natural Resources,Mississippi Palisades State Park - Carroll County,4577 Route 84 N,Savanna,61074,Carroll,17,Cheri Bustos,71,McCombie Tony,36,Neil Anderson,In Use,1989,1989,120,1,1,0,Unusual,Unusual,Not provided
3088,Department of Natural Resources,Mississippi Palisades State Park - Carroll County,4577 Route 84 N,Savanna,61074,Carroll,17,Cheri Bustos,71,McCombie Tony,36,Neil Anderson,In Use,1989,1989,120,1,1,0,Unusual,Unusual,Not provided
3089,Department of Natural Resources,Mississippi Palisades State Park - Carroll County,4577 Route 84 N,Savanna,61074,Carroll,17,Cheri Bustos,71,McCombie Tony,36,Neil Anderson,In Use,1989,1989,120,1,1,0,Unusual,Unusual,Not provided
3090,Department of Natural Resources,Mississippi Palisades State Park - Carroll County,4577 Route 84 N,Savanna,61074,Carroll,17,Cheri Bustos,71,McCombie Tony,36,Neil Anderson,In Use,1989,1989,120,1,1,0,Unusual,Unusual,Not provided
3091,Department of Natural Resources,Mississippi Palisades State Park - Carroll County,4577 Route 84 N,Savanna,61074,Carroll,17,Cheri Bustos,71,McCombie Tony,36,Neil Anderson,In Use,0,0,25,1,1,0,Unusual,Unusual,Not provided
3092,Department of Natural Resources,Mississippi Palisades State Park - Carroll County,4577 Route 84 N,Savanna,61074,Carroll,17,Cheri Bustos,71,McCombie Tony,36,Neil Anderson,In Use,0,0,25,1,1,0,Unusual,Unusual,Not provided
3093,Department of Natural Resources,Mississippi Palisades State Park - Carroll County,4577 Route 84 N,Savanna,61074,Carroll,17,Cheri Bustos,71,McCombie Tony,36,Neil Anderson,In Use,1987,1987,676,1,1,0,Industrial,Industrial,Not provided
3094,Department of Natural Resources,Mississippi Palisades State Park - Carroll County,4577 Route 84 N,Savanna,61074,Carroll,17,Cheri Bustos,71,McCombie Tony,36,Neil Anderson,In Use,1989,1989,81,1,1,0,Unusual,Unusual,Not provided
3095,Department of Natural Resources,Mississippi Palisades State Park - Carroll County,4577 Route 84 N,Savanna,61074,Carroll,17,Cheri Bustos,71,McCombie Tony,36,Neil Anderson,In Use,0,0,49,1,1,0,Storage,Storage,Not provided
3096,Department of Natural Resources,Mississippi Palisades State Park - Carroll County,4577 Route 84 N,Savanna,61074,Carroll,17,Cheri Bustos,71,McCombie Tony,36,Neil Anderson,In Use,1994,1994,110,1,1,0,Unusual,Unusual,Not provided
3097,Department of Natural Resources,Mississippi Palisades State Park - Carroll County,4577 Route 84 N,Savanna,61074,Carroll,17,Cheri Bustos,71,McCombie Tony,36,Neil Anderson,In Use,0,0,300,1,1,0,Assembly,Assembly,Not provided
3098,Department of Natural Resources,Mississippi Palisades State Park - Carroll County,4577 Route 84 N,Savanna,61074,Carroll,17,Cheri Bustos,71,McCombie Tony,36,Neil Anderson,In Use,0,0,28,1,1,0,Storage,Storage,Not provided
3099,Department of Natural Resources,Mississippi Palisades State Park - Carroll County,4577 Route 84 N,Savanna,61074,Carroll,17,Cheri Bustos,71,McCombie Tony,36,Neil Anderson,In Use,0,0,300,1,1,0,Assembly,Assembly,Not provided
3100,Department of Natural Resources,Mississippi Palisades State Park - Carroll County,4577 Route 84 N,Savanna,61074,Carroll,17,Cheri Bustos,71,McCombie Tony,36,Neil Anderson,In Use,1989,1989,120,1,1,0,Unusual,Unusual,Not provided
3101,Department of Natural Resources,Mississippi Palisades State Park - Carroll County,4577 Route 84 N,Savanna,61074,Carroll,17,Cheri Bustos,71,McCombie Tony,36,Neil Anderson,In Use,1970,1970,25,1,1,0,Unusual,Unusual,Not provided
